"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"The Repository","Chandler Center for the Arts","250 North Arizona Ave.","4/14/2018","None","Chandler","https://chandlercenter.org/events/search/film/233-the-repository","The Repository is an independent journalistic documentary about the proposed nuclear waste repository at Yucca Mountain in Nevada. The goal of this documentary is to tell the history of Yucca Mountain and explain the conflicting views on the proposed repository.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=9978e4&dir=gh&src=1004-Repository-Movie.jpg","-1"
"Ruben Studdard Sings Luther Vandross","Chandler Center for the Arts","250 North Arizona Ave.","4/14/2018","None","Chandler","https://chandlercenter.org/events/search/jazz-rhythm-and-blues/200-always-and-forever","Always & Forever is a special concert event for Luther Vandross fans performed by American Idol, Ruben Studdard. Ruben pays tribute to this musical icon with the vocals and music played and staged the same way Luther performed them in concert.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=6846b6&dir=jw&src=1015-Always-Forever.jpg","-1"
"Clint Black","Chandler Center for the Arts","250 North Arizona Ave.","4/15/2018","None","Chandler","https://chandlercenter.org/events/search/country-folk-irish/190-clint-black","Clint Black is back. The multi-million selling country mega-star is releasing on Purpose, his first full-length album of new songs in a decade and he's doing it on his own terms. To me, its only a comeback in that Im putting out something new, says the award-winning singer-songwriter.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=01fc1e&dir=qo&src=753-Clint_Black-1.jpg","-1"
"CUSD 2018","Chandler Center for the Arts","250 North Arizona Ave.","4/19/2018","None","Chandler","https://chandlercenter.org/events/search/gallery-openings/213-cusd-2018","Chandler Unified School Districts most gifted artists put their work on display for the community to experience. Whether it is ceramics, paints, charcoal, ink or glass, see the creative output from students at all six CUSD high schools.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=1e8c5d&dir=fs&src=903-BUG_2001edit.jpg","-1"
"Cinderella - presented by Ballet Etudes","Chandler Center for the Arts","250 North Arizona Ave.","4/28/2018","None","Chandler","https://chandlercenter.org/dance/32-etudes-cinderella","Ballet Etudes production of Cinderella returns to Chandler Center for the Arts during Spring 2018! Following the classic tale of the kind-hearted Cinderella, her wicked step-mother, two clumsy step-sisters, and her loving Fairy Godmother, youll be enchanted from start to finish.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=261bdb&dir=bz&src=806-IMG_4436.jpg","-1"
"La Santa Cecilia","Chandler Center for the Arts","250 North Arizona Ave.","4/29/2018","None","Chandler","https://chandlercenter.org/events/search/world-music/232-la-santa-cecilia","With their twisting blend of Latin rhythms, rock and world music, LAs Mexican-American band, La Santa Cecilia, comes to Chandler for an intimate concert in the Hal Bogle Theater.  Hot on the heels of their 2018 Grammy-nomination and 2014 Grammy win for Best Latin Album, La Santa Cecelia will perform their vibrant and colorful hits - heavy on the groove, with captivating dance beats - sure to have you on your feet.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=3cc9d7&dir=fz&src=1002-La_Santa_Cecilia.jpg","-1"
"Pacifico Dance Company, Mexico de Tierra A Mar with special guest, Mariachi Los Toros","Chandler Center for the Arts","250 North Arizona Ave.","5/04/2018","None","Chandler","https://chandlercenter.org/dance/186-pacifico-dance-company","Bienvenidos! Dive into an exploration of primordial elements of Mexico's ancestry. Pacifico captivates a blend of traditional and contemporary dance movements and takes audiences on a journey through ancient history, myth, legend, and folktales.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=97c51f&dir=ao&src=915-PDC-Nayarit.jpg","-1"
"Chandler Childrens Choir","Chandler Center for the Arts","250 North Arizona Ave.","5/05/2018","None","Chandler","https://chandlercenter.org/family/250-chandler-children-s-choir","Celebrating our 10th Anniversary Season, enjoy this journey of remembering our beginnings and looking to the future of the CCC.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=1a9727&dir=ts&src=1081-CCC_Let_Me_Fly-01.jpg","-1"
"Chandler Symphony Classical Series","Chandler Center for the Arts","250 North Arizona Ave.","5/06/2018","None","Chandler","https://chandlercenter.org/events/search/classical-music/40-cso-classic","For the Love of Music - The Chandler Symphony Orchestra provides quality symphonic and orchestral music performed by a wide range of volunteer musicians.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=7d7e31&dir=og&src=830-cso-2017.jpg","-1"
"Apocalyptica","Chandler Center for the Arts","250 North Arizona Ave.","5/13/2018","None","Chandler","https://chandlercenter.org/concerts/229-apocalyptica","Be there as Finnish Rockers APOCALYPTICA play Metallica like never before.  APOCALYPTICA PLAYS METALLICA BY FOUR CELLOS is an epic, string-driven rock concert, with a new approach to the hits of the worlds biggest metal band. Their head-banging renditions of Nothing Else Matters, Seek and Destroy, Battery and Enter Sandman show why APOCALYPTICA has sold millions of albums with sold-out shows around the world.","https://chandlercenter.org/index.php?option=com_jomcomdev&format=raw&task=ajax.image&pr=dz0yNzUmYWM9MTYvOQ==&hash=020742&dir=sn&src=979-Apocalyptica.jpg","-1"
"_________","Downtown Chandler","25 Arizona Pl suite 330","_________","_________","Chandler","http://www.downtownchandler.org/events/?view=calendar&month=July-2017","Please review website for Downtown Chandler manually. URL: http://www.downtownchandler.org/events/?view=calendar&month=July-2017","_________","_________"
"_________","Burst of Butterflies Studio","141 W. Boston","_________","_________","Chandler","https://burstofbutterflies.com/events-calendar/","Please review website for Burst of Butterflies Studio manually. URL: https://burstofbutterflies.com/events-calendar/","_________","_________"
"_________","Sun Dust Art","207 E. Williams","_________","_________","Gilbert","http://www.sundustart.com/","Please review website for Sun Dust Art manually. URL: http://www.sundustart.com/","_________","_________"
"_________","Higley Center","4132 E. Pecos Rd","_________","_________","Gilbert","https://higleycenter.ticketforce.com/","Please review website for Higley Center manually. URL: https://higleycenter.ticketforce.com/","_________","_________"
"_________","Mesa Arts Center","One East Main St.","_________","_________","Mesa","http://www.mesaartscenter.com/events","Please review website for Mesa Arts Center manually. URL: http://www.mesaartscenter.com/events","_________","_________"
"_________","Millet House Gallery","440 West 1st Street","_________","_________","Mesa","https://themillethouse.com/current-show/","Please review website for Millet House Gallery manually. URL: https://themillethouse.com/current-show/","_________","_________"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/13/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/14/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/15/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/16/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/17/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/18/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/19/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/20/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/21/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/22/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/23/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/24/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/25/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"2018 Annual Juried Art Student Show","Mesa Community College Arts","1833 W. South Ave","04/26/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/2018-annual-juried-art-student-show","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/art/2017/12/mcc-art-gallery-web.jpg?itok=OQ8Lq9Ud","-1"
"Spring Dance Production - It's About Time","Mesa Community College Arts","1833 W. South Ave","04/13/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/spring-dance-production-its-about-time","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/dance/2018/01/dancenov16.jpg?itok=5B1R0dNp","-1"
"Spring Dance Scholarship Showcase","Mesa Community College Arts","1833 W. South Ave","04/14/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/spring-dance-scholarship-showcase","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/dance/2018/01/dance-1.jpg?itok=1lkViyHI","-1"
"MPJE Jazz Concert","Mesa Community College Arts","1833 W. South Ave","04/17/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mpje-jazz-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/12/mpje-group.jpg?itok=g8Lvh9XW","-1"
"Jazz Ensemble Concert","Mesa Community College Arts","1833 W. South Ave","04/18/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/jazz-ensemble-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/12/latin-jazz-comboarts.jpg?itok=hMja4yCI","-1"
"Called to Serve Freedom Rock Experience","Mesa Community College Arts","1833 W. South Ave","04/19/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/called-serve-freedom-rock-experience","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2018/04/img0632.jpg?itok=6LQc3wzT","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/20/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/21/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/22/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/23/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/24/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/25/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/26/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/27/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Mr. Burns, A Post-Electric Play","Mesa Community College Arts","1833 W. South Ave","04/28/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/mr-burns-post-electric-play","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/theatre/2017/04/17-18-seasonpage3.jpg?itok=brlhpZII","-1"
"Community, Concert Band and Orchestra Concert","Mesa Community College Arts","1833 W. South Ave","04/24/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/community-concert-band-and-orchestra-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/12/pac-20.jpg?itok=pUtRZpWl","-1"
"Broadway Bound - Spring Concert","Mesa Community College Arts","1833 W. South Ave","04/28/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/broadway-bound-spring-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2018/03/broadway-bound-arts-page.jpg?itok=953CqZgF","-1"
"Desert Echoes Flute Project Presents: Suite Spring","Mesa Community College Arts","1833 W. South Ave","04/29/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/desert-echoes-flute-project-presents-suite-spring","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/12/2016-defproject10th-anniversaryofficialbestfunphotoresized.jpg?itok=Wnzhc_Fr","-1"
"Guitar Concert","Mesa Community College Arts","1833 W. South Ave","04/30/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-04/guitar-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2018/02/pexels-photo-130991-large.jpeg?itok=B134Ou1a","-1"
"Percussion Concert","Mesa Community College Arts","1833 W. South Ave","05/02/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-05/percussion-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/12/pexels-photo-90795-large.jpeg?itok=WA49OYfp","-1"
"A Chorale Concert","Mesa Community College Arts","1833 W. South Ave","05/03/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-05/chorale-concert","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/12/pac-9.jpg?itok=LvqghksI","-1"
"Arizona Cantilena Chorale: Music of Stephen","Mesa Community College Arts","1833 W. South Ave","05/04/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-05/arizona-cantilena-chorale-music-stephen","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2017/11/mg8330-004full.jpg?itok=JRhQQ_G1","-1"
"SRO Cabaret","Mesa Community College Arts","1833 W. South Ave","05/05/2018","None","Mesa","https://www.mesacc.edu/arts/event/2018-05/sro-cabaret","None","https://www.mesacc.edu/arts/sites/arts/files/styles/event-thumbnail/public/images/music/2018/03/mens-choiria.jpg?itok=s_hPaT7y","-1"
"Mandy Mazon & Chris Bandusky","Bourbon Jacks","11 W. Boston St","4/13/2018","5:30 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Mandy-Chris-Bandusky-150x113.jpg","-1"
"Marble Heart","Bourbon Jacks","11 W. Boston St","4/13/2018","9:30 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Marble-Heart-150x150.jpg","-1"
"Marble Heart","Bourbon Jacks","11 W. Boston St","4/14/2018","9:30 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Marble-Heart-150x150.jpg","-1"
"Sunday Open Jelly Jam","Bourbon Jacks","11 W. Boston St","4/15/2018","7:00 pm - 11 pm","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Sunday-Open-Jelly-Jam-150x113.jpg","-1"
"Craft & Country","Bourbon Jacks","11 W. Boston St","4/16/2018","7:00 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Craft-and-Country-Monday_Web-150x150.jpg","-1"
"Two Step Tuesday  Free Dance Lessons","Bourbon Jacks","11 W. Boston St","4/17/2018","7:30 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Two-Step-Tuesday-150x116.jpg","-1"
"Rich Adams & Mandy Mazon","Bourbon Jacks","11 W. Boston St","4/18/2018","8:00 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Rich-and-Mandy-150x150.jpg","-1"
"Rebel Heart","Bourbon Jacks","11 W. Boston St","4/19/2018","9:00 pm -","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/Rebel-Heart-150x100.jpg","-1"
"Candice MLeynek","Bourbon Jacks","11 W. Boston St","4/20/2018","5:30 pm - 7:30 pm","Chandler","http://bourbonjacksaz.com/location/chandler-events/","None","http://bourbonjacksaz.com/wp-content/uploads/18767896_1311145749006797_4711957880777171539_n-150x120.jpg","-1"
"_________","The Wild Vine","4920 S. Gilbert Rd.","_________","_________","Chandler","https://static.wixstatic.com/sites/78aa07_ba9770b9a195c595a4c166b08ce2e347_247.json.z?v=3","Please review website for The Wild Vine manually. URL: https://static.wixstatic.com/sites/78aa07_ba9770b9a195c595a4c166b08ce2e347_247.json.z?v=3","_________","_________"
"King Krule","Marquee Theatre","730 N. Mill Ave","04/13/2018","6:30 pm","Tempe","https://www.luckymanonline.com/event/8058475/king-krule","None","https://i.ticketweb.com/i/00/07/58/69/29_Original.jpg?v=5","-1"
"Nightwish","Marquee Theatre","730 N. Mill Ave","04/15/2018","6:30 pm","Tempe","https://www.luckymanonline.com/event/7787435/nightwish","None","https://i.ticketweb.com/i/00/07/38/00/99_Original.jpg?v=14","-1"
"Twiztid","Marquee Theatre","730 N. Mill Ave","04/17/2018","5:45 pm","Tempe","https://www.luckymanonline.com/event/8137195/twiztid","None","https://i.ticketweb.com/i/00/07/65/58/39_Original.jpg?v=7","-1"
"Bone Thugs-N-Harmony","Marquee Theatre","730 N. Mill Ave","04/19/2018","6:00 pm","Tempe","https://www.luckymanonline.com/event/8005205/bone-thugs-n-harmony","None","https://i.ticketweb.com/i/00/07/54/85/29_Original.jpg?v=6","-1"
"Rich The Kid","Marquee Theatre","730 N. Mill Ave","04/20/2018","7:30 pm","Tempe","https://www.luckymanonline.com/event/8230725/rich-the-kid","None","https://i.ticketweb.com/i/00/07/74/32/39_Original.jpg?v=7","-1"
"Hypnotic Brass Ensemble","Marquee Theatre","730 N. Mill Ave","04/21/2018","6:30 pm","Tempe","https://www.luckymanonline.com/event/7885355/hypnotic-brass-ensemble","None","https://i.ticketweb.com/i/00/07/45/28/59_Original.jpg?v=41","-1"
"FRONT 242","Marquee Theatre","730 N. Mill Ave","04/25/2018","6:00 pm","Tempe","https://www.luckymanonline.com/event/7919375/front-242","None","https://i.ticketweb.com/i/00/07/48/04/29_Original.jpg?v=10","-1"
"Women Of Rock Local Band Showcase","Marquee Theatre","730 N. Mill Ave","04/27/2018","6:00 pm","Tempe","https://www.luckymanonline.com/event/8298015/women-of-rock-local-band-showcase","None","https://i.ticketweb.com/i/00/07/78/99/39_Original.jpg?v=7","-1"
"Toots and the Maytals","Marquee Theatre","730 N. Mill Ave","04/29/2018","6:00 pm","Tempe","https://www.luckymanonline.com/event/8144375/toots-and-the-maytals","None","https://i.ticketweb.com/i/00/07/66/27/09_Original.jpg?v=7","-1"
"KILLY - Surrender Your Soul Tour","Club Red","730 N. Mill Ave","05/02/2018","7:00 pm","Tempe","https://www.luckymanonline.com/event/8235825/killy-surrender-your-soul-tour","None","https://i.ticketweb.com/i/00/07/74/79/99_Original.jpg?v=3","-1"
"Pink Floyd Laser Spectacular","Marquee Theatre","730 N. Mill Ave","05/04/2018","6:30 pm","Tempe","https://www.luckymanonline.com/event/7787385/pink-floyd-laser-spectacular","None","https://i.ticketweb.com/i/00/07/38/00/39_Original.jpg?v=15","-1"
" Red Ribbon Networking at Sip Coffee and Beer Kitchen","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/13/2018","11:30","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/red-ribbon-networking-at-sip-coffee-and-beer-kitchen-10744"," Red Ribbon Networking Event","None","-1"
"Downtown Small Business Gathering","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/18/2018","07:30","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/downtown-small-business-gathering-8723"," Morning Events","None","-1"
"AM Connect at Scottsdale Fashion Square","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/19/2018","07:00","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/am-connect-at-scottsdale-fashion-square-8733"," AM Connect, Morning Events","None","-1"
"Friday Forum - Discover How to Have Your Best Year Ever in Business","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/20/2018","11:30","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/friday-forum-how-to-have-your-best-year-ever-in-business-10745"," Friday Forums, Afternoon Events","None","-1"
"Expert HR Series - HR Strategy at the Speed of Light: Tools for your Strategic HR Business Partner Toolkit","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/24/2018","07:30","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/expert-hr-series-hr-strategy-at-the-speed-of-light-tools-for-your-strategic-hr-business-partner-toolkit-8118"," Expert HR Series, Morning Events","None","-1"
"Chamber Institute - Top 10 Lessons in the First Five Minutes of a Sales Call","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/26/2018","08:00","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/chamber-institute-top-10-lessons-in-the-first-five-minutes-of-a-sales-call-10740"," Morning Events, Chamber Institute","None","-1"
" Red Ribbon Networking at Tri-City Cardiology Consultants","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/26/2018","11:30","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/red-ribbon-networking-at-tri-city-cardiology-consultants-8734"," Red Ribbon Networking Event, Afternoon Events","None","-1"
"Meet Your Neighbors for Lunch at Sweet Home Chicago","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","04/27/2018","11:30","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/meet-your-neighbors-for-lunch-at-sweet-home-chicago-8719"," Meet your Neighbors , Afternoon Events","None","-1"
"PM Connect at Blue Clover Distillery ","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","05/03/2018","17:00","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/pm-connect-at-blue-clover-distillery-8724"," PM Connect, Evening Events","None","-1"
"Friday Forum - Discover How to Have Your Best Year Ever in Business","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","05/04/2018","08:00","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/friday-forum-discover-how-to-have-your-best-year-ever-in-business-10746"," Friday Forums, Morning Events","None","-1"
"25th Anniversary - Scottsdale History Hall of Fame","Scottsdale Chamber of Commerce","7501 McCormick Pkwy Suite 202-N","05/10/2018","18:00","Scottsdale","http://scottsdalechamber.chambermaster.com/events/details/25th-anniversary-scottsdale-history-hall-of-fame-8120"," Signature Events, Evening Events","None","-1"
"McDowell Sonoran Preserve Field Trip","Desert Botanical Gardens","1201 N. Galvin Pkwy","04/13/2018","7:00 AM-3:00 PM","Phoenix","https://www.dbg.org/events/mcdowell-sonoran-preserve-field-trip","None","None","-1"
"Jaleo","Desert Botanical Gardens","1201 N. Galvin Pkwy","04/13/2018","7:00 PM-9:00 PM","Phoenix","https://www.dbg.org/events/jaleo","None","None","-1"
"Papa John DeFrancesco & the Union Four ","Desert Botanical Gardens","1201 N. Galvin Pkwy","04/20/2018","7:00 PM-9:00 PM","Phoenix","https://www.dbg.org/events/papa-john-defrancesco-union-four","None","None","-1"
